Source Target Weight
梅展大怒 张开 4
梅展大怒 张清 9
解其索 韩存保 4
宋江设 韩存保 4
韩忠彦 韩存保 4
韩忠彦 蔡京 4
韩忠彦 招安 8
韩忠彦 闻焕章 6
郑名居忠 招安 4
居忠 招安 4
嘉言 招安 4
蔡京方 招安 4
仁村 招安 4
路统军 刘梦龙 6
红甲军 刘梦龙 6
黑甲军 刘梦龙 6
芦林 刘梦龙 6
芦林 牛邦喜 4
芦林 张横 4
王名瑾 高太尉 5
王名瑾 宋江 6
王瑾 招安 6
王瑾 闻焕章 6
王瑾 高太尉 12
王瑾 帅府 6
王瑾 宋江 14
王瑾 卢俊义 4
王言 高太尉 5
王言 宋江 6
吴用分 宋江 4
吴用分 秦明 8
吴用分 方杰 4
蒙恩泽 高太尉 4
蒙恩泽 宋江 5
承恩 高太尉 4
承恩 宋江 11
承恩 宿太尉 4
龙颜不悦 高太尉 4
龙颜不悦 杨太尉 4
于御营 高太尉 4
于御营 杨太尉 4
龙猛 高太尉 4
龙猛 杨太尉 5
龙猛 丘岳 6
龙猛 周昂 4
卫亲军 蔡太师 4
卫亲军 高太尉 8
卫亲军 杨太尉 8
卫亲军 丘岳 4
卫亲军 周昂 4
丘岳 蔡太师 4
丘岳 高太尉 78
丘岳 杨太尉 13
丘岳 龙猛 6
丘岳 卫亲军 4
丘岳 周昂 52
丘岳 太尉 15
丘岳 周昂二 17
丘岳 叶春 20
丘岳 梁山泊 46
丘岳 孙新 11
丘岳 张青 11
丘岳 孙二娘 11
丘岳 顾大嫂 11
丘岳 齐发喊 11
丘岳 马引军 11
丘岳 张清 100
丘岳 马军 17
丘岳 周昂引 11
丘岳 张清便 11
丘岳 马舞刀 11
丘岳 王焕 14
丘岳 杨温 17
丘岳 李从吉 17
丘岳 伏兵 11
丘岳 梅展 9
丘岳 王文德 6
丘岳 史王瑾 6
丘岳 宋江 6
丘岳 张顺 6
丘岳 杨林 8
丘岳 梅展见 4
丘岳 郎君 4
丘岳 郑天寿 4
丘岳 薛永 4
丘岳 李忠 4
丘岳 曹正 4
丘岳 薛永将梅 4
丘岳 李云 4
丘岳 金钱豹 4
丘岳 子汤隆 4
丘岳 杜兴 4
丘岳 卢俊义 8
丘岳 宋江掌 4
周昂 蔡太师 4
周昂 高太尉 39
周昂 杨太尉 11
周昂 龙猛 4
周昂 卫亲军 4
周昂 丘岳 52
周昂 太尉 6
周昂 周昂二 6
周昂 叶春 7
周昂 梁山泊 16
周昂 张清 28
周昂 马军 5
周昂 王焕 17
周昂 杨温 6
周昂 李从吉 6
周昂 项元镇 14
周昂 张开 14
周昂 梅展 4
周昂 卢俊义 10
周昂 诸将军 5
周昂 马来 5
周昂 关胜 5
周昂 秦明 5
周昂 林冲 5
周昂 呼延 5
周昂 张叔夜 4
周昂二 丘岳 17
周昂二 周昂 6
周昂二 高太尉 7
周昂二 张清 9
叶名春 高太尉 4
叶春 高太尉 34
叶春 梁山泊 17
叶春 丘岳 20
叶春 太尉 7
叶春 周昂 7
叶春 吴用 4
叶春 张清 10
叶春 马军 5
叶春 杨温 5
叶春 李从吉 5
叶春 梅展 6
叶春 王文德 4
叶春 史王瑾 4
伏弩 高太尉 4
亦立弩 高太尉 4
丘名岳 吴用 4
周名昂 吴用 4
张二 李逵 6
周昂引 高太尉 4
周昂引 丘岳 11
周昂引 张清 9
洪福 高太尉 6
洪福 钱振鹏 4
洪福 方腊 5
洪福 宋江 4
史王瑾 高太尉 12
史王瑾 梁山泊 6
史王瑾 丘岳 6
史王瑾 梅展 6
史王瑾 王文德 4
史王瑾 杨温 4
史王瑾 李从吉 4
史王瑾 叶春 4
史王瑾 马军 4
梅展见 丘岳 4
薛永将梅 丘岳 4
宋江掌 丘岳 4
诸将军 卢俊义 6
诸将军 周昂 5
诸将军 宋江 6
高某 高太尉 7
高某 吴用 4
高某 宋江 8
信高某 高太尉 6
信高某 宋江 7
吉之兆 宋江 6
吉之兆 戴宗 4
吉之兆 燕青 5
桂宫仙 燕青 4
帕子放 李师师 4
帕子放 燕青 4
巧言 李师师 4
巧言 燕青 4
明言 李师师 4
明言 燕青 4
白俊 李师师 4
白俊 燕青 4
买笑迎欢 李师师 4
买笑迎欢 燕青 4
凤箫 李师师 4
黄莺 燕青 13
黄莺 李师师 9
余韵 燕青 13
余韵 李师师 9
李妈 燕青 9
李妈 李师师 6
燕青听 燕青 9
燕青听 李师师 6
达天颜 燕青 9
达天颜 李师师 6
花香 李师师 7
花香 燕青 6
颜大喜 李师师 7
颜大喜 燕青 6
颜大喜 宋江 4
王圣鉴 李师师 7
王圣鉴 燕青 6
燕青纳 李师师 7
燕青纳 燕青 10
燕青纳 卢俊义 4
听艳曲 李师师 7
听艳曲 燕青 6
木兰花 燕青拜 4
燕青奏 梁山泊 6
燕青奏 李师师 16
燕青奏 燕青 14
燕青奏 宋江 4
燕青奏 招安 10
玉宝天 李师师 6
玉宝天 燕青 7
神霄玉 李师师 6
神霄玉 燕青 7
招谕 招安 5
那小虞 戴宗 4
那小虞 燕青 6
闻宋江 梁山泊 4
闻宋江 宋江 5
闻宋江 方天定 4
红锦 梁山泊 6
红锦 宋江 8
红锦 招安 6
红锦 太尉 5
红锦 宿太尉 7
红锦 张叔夜 7
绿锦 梁山泊 6
绿锦 宋江 8
绿锦 招安 6
绿锦 太尉 5
绿锦 宿太尉 7
绿锦 张叔夜 7
红绿锦 燕青 5
红绿锦 宋江 18
红绿锦 吴用 10
红绿锦 宿太尉 16
红绿锦 梁山泊 4
红绿锦 张叔夜 4
红绿锦 龙凤 4
红绿锦 丹诏 4
红绿锦 龙亭 6
红绿锦 卢俊义 9
陈设 宋江 8
子悉 吴用 5
子悉 宿太尉 4
蒙天恩 吴用 5
蒙天恩 宿太尉 4
龙亭 龙凤 6
龙亭 红绿锦 6
龙亭 丹诏 6
龙亭 宿太尉 14
龙亭 宋江 7
龙亭 卢俊义 9
裴宣喝 宿太尉 4
博施济众 宋江 4
蒙庇 宋江 4
咸知 宋江 4
元景奏 宋江 6
元景奏 宿太尉 7
宿某 宋江 10
宿某 太尉 4
宿某 宿太尉 9
元景 宋江 6
元景 宿太尉 7
相留恩 宋江 6
相留恩 宿太尉 7
上献 宿太尉 8
上献 宋江 11
上献 罗真人 13
天颜 宿太尉 6
金欲 宿太尉 6
纳于库 宋江 4
仁达仁 宋江 4
洪恩 宋江 4
仁厚 宋江 5
国良臣 宋江 4
齐肩 智真长老 4
龙颜 宋江 8
大悦 宋江 4
官传旨 宋江 4
天巾帻 宋江 4
车驾 宋江 4
车驾 戴宗 6
司引 宋江 4
宋江营 燕青 4
宋江营 李逵 4
大鹏 朱武 4
尉高俅 杨戬 8
尉高俅 宋江 9
尉高俅 卢俊义 8
童贯启 宋江 4
国兴兵 宋江 4
武英殿 宋江 4
颜欣悦 宋江 4
苟延微 宋江 4
连更晓夜 宋江 4
连更晓夜 战大辽 5
宋江令 宋江 8
燕青潜 宋江 4
龙楼振 宋江 4
宜先趱 宋江 5
侍郎 宋江 179
侍郎 相公 21
侍郎 楚明玉 44
侍郎 曹明济 36
侍郎 宋江阵 9
侍郎 张清 6
侍郎 马向前 6
侍郎 吴用 19
侍郎 林冲 27
侍郎 关胜引 4
侍郎 呼延 18
侍郎 董平 5
侍郎 卢俊义 31
侍郎 凌振 19
侍郎 李逵 19
侍郎 樊瑞 19
侍郎 鲍旭 14
侍郎 李衮 14
侍郎 诸军 5
侍郎 耶律国珍 4
侍郎 戴青 4
侍郎 马来 4
侍郎 康引 4
侍郎 马出城 8
侍郎 项充 5
侍郎 李俊 5
侍郎 张横 5
侍郎 张顺 5
侍郎 阮家三 5
侍郎 鲍旭引 5
侍郎 宋兵 20
侍郎 关胜 8
侍郎 安抚 8
侍郎 劳三军 9
侍郎 耶律得 10
侍郎 宋江兵 8
侍郎 宝密圣 18
侍郎 宋江见 7
侍郎 宋军 5
侍郎 索超 6
侍郎 那御弟 4
侍郎 史进 6
侍郎 文武 8
侍郎 那耶律 4
侍郎 欧阳侍郎 60
侍郎 宋江便 11
侍郎 宋江道 22
侍郎 梁山 6
侍郎 归顺 13
侍郎 招安 6
侍郎 权居 4
侍郎 宋天子 4
侍郎 官小职 4
侍郎 秋凉 4
侍郎 宋江接 5
侍郎 慕公之德 5
侍郎 若蒙 5
侍郎 封侯 5
侍郎 若引兵 5
侍郎 言语 10
侍郎 康里 9
侍郎 宋江入 8
侍郎 金福 7
侍郎 叶清 7
侍郎 金枝玉叶 4
侍郎 慕爱 4
侍郎 大恩 4
侍郎 牛宰马 4
侍郎 花荣 15
侍郎 郎主 4
侍郎 贺统军 7
侍郎 宿太尉 6
侍郎 方腊 12
侍郎 王尚书 5
侍郎 庞万春 38
侍郎 庞将军 8
侍郎 欧鹏 6
侍郎 宋军寨 6
侍郎 南兵 6
侍郎 马道 6
侍郎 柳树 6
侍郎 伏兵 6
侍郎 汤隆伏 6
楚明玉 宋江 32
楚明玉 侍郎 44
楚明玉 曹明济 25
楚明玉 徐宁 4
楚明玉 张清 4
楚明玉 林冲 6
楚明玉 凌振 11
楚明玉 李逵 11
楚明玉 樊瑞 11
楚明玉 鲍旭 8
楚明玉 李衮 8
楚明玉 马出城 5
楚明玉 耶律得 7
楚明玉 宋江见 6
楚明玉 索超 6
楚明玉 史进 6
曹明济 宋江 26
曹明济 侍郎 36
曹明济 楚明玉 25
曹明济 林冲 5
曹明济 凌振 11
曹明济 李逵 11
曹明济 樊瑞 11
曹明济 鲍旭 8
曹明济 李衮 8
曹明济 马出城 5
曹明济 耶律得 7
曹明济 宋江见 6
曹明济 索超 6
曹明济 史进 6
宝狮蛮 宋江 4
宝狮蛮 徐宁 4
索超四 宋江 4
索超四 徐宁 4
成大功 宋江 6
大辽郎 宋江 4
大辽郎 欧阳侍郎 4
耶律国珍 宋江 13
耶律国珍 宋兵 6
耶律国珍 董平 26
耶律国珍 马挺枪 5
耶律国珍 那耶律 5
耶律国珍 张清见 5
耶律国珍 那时快 5
耶律国珍 飞也似 5
耶律国珍 张清 15
耶律国珍 关胜 5
耶律国珍 林冲 6
耶律国珍 宝冠 5
耶律国珍 劳三军 5
耶律国珍 侍郎 4
宋兵 宋江 116
宋兵 耶律国珍 6
宋兵 董平 10
宋兵 张清 6
宋兵 关胜 19
宋兵 林冲 8
宋兵 李逵 25
宋兵 樊瑞 7
宋兵 侍郎 20
宋兵 鲍旭 5
宋兵 项充 13
宋兵 李衮 16
宋兵 凌振 7
宋兵 李俊 13
宋兵 吴用 21
宋兵 石秀 4
宋兵 招安 4
宋兵 欧阳侍郎 10
宋兵 宋江道 6
宋兵 宋江听 4
宋兵 卢俊义 22
宋兵 宋江自 5
宋兵 宋天子 4
宋兵 颜统军 9
宋兵 朱武 6
宋兵 秦明 17
宋兵 王文斌 9
宋兵 宋江见 6
宋兵 玄女 4
宋兵 元帅 7
宋兵 呼延 10
宋兵 方腊 59
宋兵 南军 15
宋兵 南兵 14
宋兵 方天定 7
宋兵 戴宗 4
宋兵 赵毅 4
宋兵 晁中 4
宋兵 温克让 4
宋兵 茅迪 6
宋兵 汤逢士 4
宋兵 马麟 6
宋兵 阮小五 5
宋兵 厉天闰 8
宋兵 石宝 25
宋兵 花荣 11
宋兵 伏兵 4
宋兵 邓元觉 15
宋兵 白钦 15
宋兵 景德 7
宋兵 郭盛 6
宋兵 朱仝 7
宋兵 娄敏中 4
宋兵 娄丞相 4
宋兵 祖丞相 5
宋兵 祖士远 5
宋兵 夏侯成 7
宋兵 伍应星 4
宋兵 郑彪 12
宋兵 包道乙 5
宋兵 郑魔君 17
宋兵 吕方 9
宋兵 养由基 5
宋兵 庞万春 33
宋兵 魏定国 4
宋兵 王尚书 7
宋兵 庞将军 4
宋兵 杜微 10
宋兵 宋兵卢 5
宋兵 贺从龙 5
宋兵 方杰 12
宋兵 童威 5
宋兵 童猛 5
宋兵 都尉 4
那耶律 董平 5
那耶律 耶律国珍 5
那耶律 侍郎 4
宝冠 董平 5
宝冠 耶律国珍 5
宝冠 耶律得 4
戴青 侍郎 4
康引 侍郎 4
鲍旭引 宋江 4
鲍旭引 李逵 4
鲍旭引 侍郎 5
鲍旭引 凌振 4
郭远远 宋江 4
耶律得 侍郎 10
耶律得 楚明玉 7
耶律得 曹明济 7
耶律得 那御弟 4
耶律得 朱武 7
耶律得 卢俊义 6
耶律得 宋江 11
耶律得 索超 5
耶律得 史进 5
耶律得 宋江见 4
耶律得 计都星 6
耶律得 星君 5
耶律得 黄旗 4
耶律得 黄云 4
耶律得 青缨宝 4
耶律得 罗貂星 4
耶律得 宝冠 4
耶律得 弓长箭 4
耶律得 海骝 4
耶律得 紫冠宝 4
耶律得 弓凤箭 4
耶律得 宝剑 4
那御弟 耶律得 4
那御弟 朱武 8
那御弟 卢俊义 8
那御弟 张清 6
那御弟 宋江 6
那御弟 侍郎 4
耶律宗云 卢俊义 8
耶律宗云 耶律宗 4
耶律宗云 张清 8
耶律宗云 燕青 4
耶律宗云 朱武 4
耶律宗霖 卢俊义 30
耶律宗霖 关胜 6
耶律宗霖 呼延 14
耶律宗霖 耶律宗 4
耶律宗霖 张清 10
耶律宗霖 燕青 4
耶律宗霖 朱武 4
耶律宗 卢俊义 6
耶律宗 关胜 4
耶律宗 耶律宗云 4
耶律宗 耶律宗霖 4
耶律宗 呼延 4
耶律宗 徐宁 4
耶律宗 索超 4
耶律宗 张清 14
耶律宗 董平 4
耶律宗 安道全 4
耶律宗 朱武 6
马背 张清 6
邹润扶 张清 6
金早 卢俊义 5
宝密圣 宋江 25
宝密圣 林冲 13
宝密圣 徐宁 7
宝密圣 侍郎 18
宝密圣 宋江合 6
宝密圣 宋江兵 6
宝密圣 暴雷 6
宝密圣 宋江阵 6
宝密圣 徐宁挺 6
若入 石秀 4
宝严寺 宋江见 4
宝严寺 相公 4
宝严寺 宋清 4
宝严寺 石秀 14
宝严寺 宝藏 4
宝严寺 宝塔 5
宝严寺 宋江 7
宝严寺 安抚 6
大雄宝殿 石秀 4
宋江合 宝密圣 6
宋江合 宋江 4
徐宁挺 宝密圣 6
徐宁挺 宋江 4
连赢 宋江 4
褚坚 宋江 22
褚坚 文武 4
褚坚 牛马 6
褚坚 宋江引 7
褚坚 蔡京 7
褚坚 金帛 5
褚坚 宋江接 4
褚坚 许宋 4
褚坚 宋江听 4
褚坚 容汝 10
褚坚 汝勿 4
褚坚 宝贝 6
褚坚 宋江寨 6
褚坚 宝藏 5
褚坚 光禄寺 5
褚坚 谢恩 5
褚坚 蔡京力 5
褚坚 宿太尉 4
欧阳侍郎 招安 14
欧阳侍郎 宋江 105
欧阳侍郎 宋兵 10
欧阳侍郎 蔡京 7
欧阳侍郎 杨戬 7
欧阳侍郎 郎主 7
欧阳侍郎 大将军 5
欧阳侍郎 大元帅 5
欧阳侍郎 颜统军 10
欧阳侍郎 吴用 24
欧阳侍郎 宋江便 14
欧阳侍郎 侍郎 60
欧阳侍郎 何干 4
欧阳侍郎 上达钧 4
欧阳侍郎 宋江遂 4
欧阳侍郎 宋江道 22
欧阳侍郎 闻将军 12
欧阳侍郎 梁山 9
欧阳侍郎 金帛 4
欧阳侍郎 归顺 20
欧阳侍郎 恩赐 4
欧阳侍郎 金珠 4
欧阳侍郎 宝贝 4
欧阳侍郎 欧某 8
欧阳侍郎 盛德 4
欧阳侍郎 宋江接 4
欧阳侍郎 卢俊义 19
欧阳侍郎 慕公之德 4
欧阳侍郎 若蒙 4
欧阳侍郎 封侯 4
欧阳侍郎 若引兵 4
欧阳侍郎 言语 9
欧阳侍郎 康里 9
欧阳侍郎 林冲 4
欧阳侍郎 花荣 11
欧阳侍郎 宋江听 4
欧阳侍郎 宋江引 4
欧阳侍郎 大辽郎 4
欧阳侍郎 宋江入 8
欧阳侍郎 金福 5
欧阳侍郎 叶清 5
欧阳侍郎 金枝玉叶 4
欧阳侍郎 慕爱 4
欧阳侍郎 大恩 4
欧阳侍郎 牛宰马 4
欧阳侍郎 劳三军 4
欧阳侍郎 文武 4
欧阳侍郎 贺统军 6
郎主 欧阳侍郎 7
郎主 宋江 6
郎主 侍郎 4
郎主 颜统军 7
郎主 贺统军 5
郎主 宿太尉 4
大将军 欧阳侍郎 5
大将军 张威 8
大将军 徐方 8
大将军 郭世广 11
大将军 邬福 8
大将军 苟正 8
大将军 甄诚 8
大将军 元帅 4
都统军 宋江 6
颜统军 欧阳侍郎 10
颜统军 宋江 46
颜统军 玄女 5
颜统军 吴用 11
颜统军 郎主 7
颜统军 贺统军 13
颜统军 爱卿 4
颜统军 太真 9
颜统军 李金吾 9
颜统军 宋兵 9
颜统军 秦明 6
颜统军 玄妙 5
颜统军 希奇 5
颜统军 黑云 5
颜统军 寇二 4
颜统军 卢俊义 5
颜统军 宋江道 5
颜统军 李逵 4
颜统军 王文斌 4
颜统军 关胜 28
颜统军 张清 14
颜统军 花荣 22
颜统军 望兀 11
颜统军 青龙刀 22
颜统军 黄金甲 11
颜统军 方天戟 11
颜统军 那枝箭 11
颜统军 凤翅金 11
颜统军 张清飞 11
颜统军 花荣抢 11
颜统军 世豪杰 11
上达钧 欧阳侍郎 4
闻将军 欧阳侍郎 12
闻将军 宋江 14
闻将军 宋江便 4
闻将军 宋江道 4
闻将军 欧某 6
闻将军 智真长老 4
欧某 欧阳侍郎 8
欧某 闻将军 6
盛德 欧阳侍郎 4
盛德 宋江 5
宋天子 宋江 11
宋天子 侍郎 4
宋天子 卢俊义 4
宋天子 宋兵 4
宋天子 玄女 4
官小职 侍郎 4
若背正 吴用 4
里鹤轩 公孙胜 5
里鹤轩 罗真人 6
雪洞 公孙胜 5
雪洞 罗真人 6
江乃 罗真人 13
江乃 宋江 8
天垂 罗真人 13
天垂 宋江 8
金诺 宋江 4
金诺 罗真人 8
金诺 公孙胜 4
慕公之德 宋江 8
慕公之德 欧阳侍郎 4
慕公之德 侍郎 5
若引兵 宋江 8
若引兵 欧阳侍郎 4
若引兵 侍郎 5
康里 吴用 5
康里 卢俊义 6
康里 宋江 18
康里 欧阳侍郎 9
康里 侍郎 9
金福 欧阳侍郎 5
金福 侍郎 7
金福 宋江 15
金福 花荣 4
金福 卢俊义 4
叶清 欧阳侍郎 5
叶清 侍郎 7
叶清 宋江 15
叶清 花荣 4
叶清 卢俊义 4
慕爱 欧阳侍郎 4
慕爱 侍郎 4
慕爱 宋江 7
汝可回 卢俊义 4
穆弘四 宋江 8
穆弘四 卢俊义 4
列宿 宋江 8
列宿 卢俊义 4
宋江知 宋江 6
宋江知 吴用 4
宋江知 朱武 6
贺统军 侍郎 7
贺统军 宋江 43
贺统军 欧阳侍郎 6
贺统军 颜统军 13
贺统军 郎主 5
贺统军 贺重宝 7
贺统军 马出城 6
贺统军 贺云 7
贺统军 关胜 10
贺统军 龙竞宝 5
贺统军 关胜骤 5
贺统军 宋江便 5
贺统军 解珍 15
贺统军 梁山泊 4
贺统军 宋公明 4
贺统军 大柏树 8
贺统军 林冲 7
贺统军 李逵 9
贺统军 樊瑞 6
贺统军 鲍旭 6
贺统军 红旗 26
贺统军 太真胥 5
贺统军 李金吴 5
贺统军 左执金吾 5
贺统军 李金吾 17
贺统军 李陵 5
贺统军 金吾 5
贺统军 宋江兵 5
贺统军 吴用 4
贺统军 呼延 4
贺统军 花荣 8
贺统军 秦明 8
贺统军 董平 8
贺统军 朱仝 8
贺统军 黄信 16
贺统军 杨雄 8
贺统军 石秀 8
贺统军 齐上 8
贺统军 宋万挺 8
贺统军 太真 8
贺统军 帅字旗 8
贺统军 山后 8
贺重宝 贺统军 7
贺重宝 宋江 4
贺云 贺统军 7
贺云 宋江 5
贺云 大柏树 4
贺云 李逵 6
贺云 樊瑞 4
贺云 鲍旭 4
关胜骤 宋江 4
关胜骤 贺统军 5
扬威耀武 卢俊义 6
权歇一宵 卢俊义 6
刘二 解珍 14
刘二 卫忠 4
刘三 解珍 14
刘一 解珍 8
柏树 解珍 6
解甲 卢俊义 4
解甲 宋江 4
太真胥 贺统军 5
李金吴 贺统军 5
左执金吾 贺统军 5
李金吾 贺统军 17
李金吾 宋江 21
李金吾 红旗 6
李金吾 秦明 14
李金吾 太真 19
李金吾 颜统军 9
李金吾 颜延寿 10
李金吾 颜小将军 4
李金吾 齐声 6
李金吾 宋江引 6
金吾 贺统军 5
金吾 方腊 7
宋万挺 贺统军 8
太真 贺统军 8
太真 秦明 6
太真 红旗 4
太真 李金吾 19
太真 颜统军 9
太真 颜延寿 5
太真 宋江 8
左丞相 文武 4
左丞相 宋江 12
左丞相 柴进 6
左丞相 娄敏中 9
左丞相 方腊 17
左丞相 邓元觉 7
颜延寿 太真 5
颜延寿 李金吾 10
颜延寿 颜小将军 5
颜延寿 宋江 10
颜延寿 吴用 6
颜延寿 朱武 6
颜小将军 颜延寿 5
颜小将军 李金吾 4
颜小将军 宋江 26
颜小将军 那兀颜 5
颜小将军 延寿 5
颜小将军 冷笑 5
颜小将军 吴用 16
颜小将军 朱武 20
颜小将军 小阵 4
颜小将军 李逵 6
那兀颜 颜小将军 5
那兀颜 宋江 4
延寿 颜小将军 5
延寿 宋江 4
玄妙 宋江 4
玄妙 颜统军 5
小阵 颜小将军 4
小阵 宋江 6
寇二 颜统军 4
寇二 宋江 6
计都星 耶律得 6
利可安 吴用 4
亢金龙 吴用 4
张起 吴用 4
牛金牛 吴用 4
薛雄 吴用 4
娄金狗 吴用 4
鬼金羊 吴用 4
洪福齐天 宋江 15
洪福齐天 卢俊义 9
洪福齐天 吴用 5
那孙立 孙立 5
那孙立 那枝箭 5
寇将军 孙立 17
寇将军 那枝箭 5
望孙立 孙立 11
望孙立 那枝箭 5
马收勒 孙立 5
马收勒 那枝箭 5
天灵骨 孙立 6
弓长箭 耶律得 4
黑旗 王文斌 9
黄云 耶律得 4
青缨宝 耶律得 4
罗貂星 耶律得 4
紫冠宝 耶律得 4
弓凤箭 耶律得 4
莫测 吴用 4
王景四 吴用 4
宋军大 庞万春 8
宋军大 欧鹏 6
王文斌 安抚 5
王文斌 颜统军 4
王文斌 王某 4
王文斌 宋江 16
王文斌 宋兵 9
王文斌 宋江分 9
王文斌 黑旗 9
王文斌 寻思 9
王文斌 施逞 9
王文斌 宋江见 9
王文斌 那辽兵 9
王某 王文斌 4
那辽兵 王文斌 9
和衣隐 宋江 8
和衣隐 童子 5
紫桂 宋江 8
紫桂 童子 5
玉磬音 宋江 5
玉磬音 玄女 4
凤冠 宋江 5
凤冠 玄女 4
汝能 宋江 5
汝能 玄女 4
汝知混 宋江 5
汝知混 玄女 4
相生相克 宋江 5
相生相克 玄女 4
黄甲 宋江 5
黄甲 玄女 4
金克木 宋江 5
金克木 玄女 4
水克火 宋江 5
水克火 玄女 4
木克土 宋江 5
木克土 玄女 4
汝当秘 宋江 5
汝当秘 玄女 4
汝宜速 宋江 5
汝宜速 玄女 4
战大辽 宋江 15
战大辽 玄女 5
战大辽 吴用 5
战大辽 连更晓夜 5
战大辽 董平 5
战大辽 朱仝 5
战大辽 史进 5
战大辽 欧鹏 5
战大辽 邓飞 5
战大辽 马麟 5
战大辽 穆春 5
战大辽 林冲 5
战大辽 徐宁 5
战大辽 穆弘 5
战大辽 黄信 5
战大辽 孙立 5
战大辽 杨春 5
战大辽 陈达 5
战大辽 杨林 5
战大辽 秦明 5
战大辽 白旗 5
战大辽 刘唐 5
战大辽 雷横 5
战大辽 魏定国 5
战大辽 周通 5
战大辽 龚旺 5
战大辽 丁得孙 5
战大辽 呼延 5
战大辽 红旗 5
战大辽 杨志 5
战大辽 索超 5
战大辽 韩滔 5
战大辽 孔明 5
战大辽 邹渊 5
战大辽 邹润 5
战大辽 木青 5
战大辽 关胜 5
战大辽 黄旗 5
战大辽 花荣 5
战大辽 张清 5
战大辽 李应 5
战大辽 柴进 5
战大辽 宣赞 5
战大辽 郝思文 5
战大辽 施恩 5
战大辽 薛永 5
战大辽 左军阵 5
战大辽 武松 5
战大辽 杨雄 5
战大辽 石秀 5
战大辽 焦挺 5
战大辽 汤隆 5
战大辽 蔡福 5
战大辽 扈三娘 5
战大辽 顾大嫂 5
战大辽 孙二娘 5
战大辽 王英 5
战大辽 孙新 5
战大辽 张青 5
战大辽 蔡庆 5
战大辽 卢俊义 5
战大辽 燕青 5
战大辽 吕方 5
战大辽 郭盛 5
战大辽 解珍 5
战大辽 李逵 5
战大辽 樊瑞 5
战大辽 鲍旭 5
战大辽 项充 5
战大辽 李衮 5
木青 战大辽 5
左军阵 宋江 4
左军阵 战大辽 5
望兀 颜统军 11
张清飞 颜统军 11
世豪杰 颜统军 11
青献 温克让 4
诸官 宋江 18
诸官 蔡京 4
诸官 宿太尉 5
诸官 卢俊义 7
诸官 吴用 5
许宋 褚坚 4
汝勿 褚坚 4
蔡京力 褚坚 5
那长老 宋江 11
那长老 智真长老 4
格清奇 宋江 11
格清奇 智真长老 4
方广 宋江 11
方广 智真长老 4
祝赞道 智真长老 4
宁静 智真长老 4
祝赞 智真长老 4
祝赞 宋江 7
宋江求 宋江 5
从师 宋江 4
从师 公孙胜 6
从师 仁兄 5
秋南 宋江 4
秋南 燕青 5
宣宋江 宋江 10
宣宋江 宋清 4
宣诏入 宋江 7
多知卿 宋江 7
宁息 宋江 7
沙塞 宋江 7
仁育之 宋江 8
封爵 宋江 7
保义郎 宋江 7
禄寺 宋江 7
马回营 宋江 16
马回营 卢俊义 8
来朝贺 宋江 10
来朝贺 卢俊义 4
班朝贺 宋江 10
班朝贺 卢俊义 4
班行礼 宋江 10
班行礼 卢俊义 4
仰观殿 宋江 10
仰观殿 卢俊义 4
陈桥门 燕青 6
陈桥门 李逵 8
乐和潜 燕青 6
乐和潜 李逵 8
桑家瓦 燕青 12
桑家瓦 李逵 16
索拴 燕青 6
索拴 李逵 8
关公 燕青 6
关公 李逵 8
太尉闻 宋江 4
宿太 宋江 4
刘光世 方腊 11
刘光世 张招 15
刘光世 宋江 41
刘光世 王府 4
刘光世 安民 5
刘光世 晓谕 4
刘光世 武松 4
刘光世 朱仝 4
刘光世 徐方 6
刘光世 甄诚 6
刘光世 宋江见 5
刘光世 吴用 8
张招 方腊 13
张招 刘光世 15
张招 耿二 6
张招 宋江 51
张招 卢俊义 13
张招 吴用 5
张招 李俊 11
张招 呼延 6
张招 宋江道 6
张招 裴宣 5
张招 宋江教 4
张招 戴宗 4
张招 朱仝 4
张招 王府 4
张招 安民 10
张招 晓谕 4
张招 徐方 6
张招 甄诚 6
张招 樊瑞 4
张招 宋江见 5
张招 燕青 4
张招 林冲 5
张招 温克让 5
张招 王尚书 6
张招 李云 4
张招 克复 6
耿二 方腊 6
耿二 张招 6
耿二 宋江 17
耿二 卢俊义 5
方腊正 方腊 5
方腊正 宋江 6
方腊正 卢俊义 4
平夫冠 方腊 4
宋改为 方腊 8
今镇江 方腊 4
嘉兴 方腊 4
吴兴 方腊 4
吕师囊 宋江 13
吕师囊 方腊 7
吕师囊 南兵 4
吕师囊 张顺道 7
吕师囊 穆弘 6
吕师囊 李俊 5
吕师囊 弘道 5
吕师囊 钱振鹏 4
吕师囊 秦玉兰 4
吕师囊 卫忠 8
吕师囊 宋军 4
金山寺 张顺道 7
沈刚 潘文得 4
潘文得 沈刚 4
潘文得 张横 4
潘文得 南军 4
潘文得 李逵 6
张近仁 高可立 40
张近仁 关胜 4
张近仁 秦明 7
张近仁 郝思文 4
张近仁 宣赞 4
张近仁 韩滔 17
张近仁 钱振鹏 6
张近仁 宋江 8
张近仁 李逵 26
张近仁 鲍旭 11
张近仁 项充 15
张近仁 李衮 15
张近仁 宋军 4
张近仁 彭二 5
张近仁 南军 4
张近仁 马步军 4
赵毅 范畴 16
赵毅 黄信 7
赵毅 韩滔 7
赵毅 马麟 4
赵毅 钱振鹏 12
赵毅 尉迟孙立 4
赵毅 宋江 11
